ID;URL;Titel;Beschreibung;Ort;sozioek;ereichbar_zug;phys;klima_umwelt;datentypen;Komm;Portaltyp;amsta;fachda;opendportal;geodatenportal;Ebene;Adresse_Herausgeber;Geodaten;lon;lat1;geprüft;Lizenz
58;https://www.geodaten.niedersachsen.de;GDI Niedersachsen;Informationsplattform zum Thema Geodaten des Landes Niedersachsen. 

Ansprechpartner für das Geoportal und die Geodateninfrastruktur des Landes ist die Koordinierungsstelle GDI-NI beim Landesamt für Geoinformation und Landesvermessung Niedersachsen (LGLN) - Landesvermessung und Geobasisinformation mit Sitz in Hannover. (Stand: 27.10.2017);Niedersachsen; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Podbielskistraße 331, 30659 Hannover;ja;9.78704075300639;52.4454516771227; ; 
59;https://www.geoportal.nrw/;Geoportal NRW (GDI);Die Geodateninfrastruktur des Landes Nordrhein-Westfalen besteht seit 1999 und hat sich die Aktivierung des Geodatenmarktes sowie die verbesserte Verfügbarkeit und Nutzbarkeit der behördlichen und privaten Geodaten zum Ziel gesetzt. An der Realisierung der GDI sind das Land NRW, Kommunen, IT-Unternehmen und Nutzer von Geoinformationen beteiligt.
(Stand: 7.1.2019);NRW; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Muffendorfer Str. 19-21, 53177 Bonn;ja;7.04100771536489;50.6300419254231; ; 
60;http://offenedaten.kdvz-frechen.de/;Offene Daten kdvz Rhein-Erft-Rur;Im Rahmen des Pilotprojektes „Kommunales Open Government in NRW“ realisiert die kdvz Rhein-Erft-Ruhr gemeinsam mit 24 Kommunen und der Open Knowledge Foundation ein sog. „interkommunales Transparenzportal für Gremiendaten“.

Die beteiligten Kommunen sind:
Stadt Kerpen, Gemeinde Kall, Stadt Brühl, Kreis Euskirchen, Stadt Elsdorf, Stadt Bergheim, Gemeinde Langerwehe, Gemeinde Hürtgenwald, Gemeinde Vettweiß, Stadt Jülich, Gemeinde Merzenich, Stadt Wesseling, Stadt Heimbach, Gemeinde Kreuzau, Stadt Linnich, Stadt Bad Münstereifel, Gemeinde Titz, Stadt Bedburg
(Stand: 27.10.2017);Nordrhein-Westfalen;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Bonnstraße 16-18, 50226 Frechen; ;6.85129112211708;50.9540651260586; ; 
61;https://open.nrw/;Open Data | Open.NRW;Open.NRW unterstützt Verwaltungen, Bürgerinnen und Bürger des Landes Nordrhein-Westfalen sowie weitere externe Akteure bei dem offenen Austausch und der Zusammenarbeit. Das Landesportal vereint offene Datensätze von Städten und Kommunen und beinhaltet zudem Geobasisdaten. (Stand: 27.10.2017);NRW;JA; ;JA;JA; ; ;odp; ; ;JA; ;regional;Friedrichstraße 62-80, 40217 Düsseldorf;ja;6.70850543391087;51.2314808879801; ; 
62;http://www.geoportal.rlp.de/;GDI Rhein­land-Pfalz;Über das GeoPortal.rlp können Geodaten des Landes Rheinland-Pfalz zentral gesucht und visualisiert werden. Es handelt sich um ein Projekt des Lenkungsausschuss für Geodateninfrastruktur Rheinland-Pfalz, dessen Mitglieder Vertreter der Staatskanzlei, der Ministerien und der kommunalen Spitzenverbände sind. Das Portal selbst ist als Open-Source Projekt realisiert, wovon ausgewählte Komponenten unter anderem als LiveCD heruntergeladen werden können. (Stand: 27.10.2017);Rhein­land-Pfalz; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Von-Kuhl-Str. 49, 56070 Koblenz;ja;7.58472409095872;50.3750313969943; ; 
63;https://daten.rlp.de/;Open-Government-Data-Portal Rheinland-Pfalz  (OGDP-RP);Das Portal bietet einen einheitlichen, zentralen Zugang zu Verwaltungsdaten der rheinland-pfälzischen Landesbehörden und Kommunen. Unbedingt zu beachten ist, dass neben den offenen Daten hier auch Daten mit eingeschränkten Lizenzbedingungen angeboten werden, obgleich die Verwendung offener Lizenzen und maschinenlesbarer Rohdaten allgemein angestrebt wird. (Stand: 27.10.2017);Rheinland-Pfalz;JA; ;JA;JA; ; ;odp; ; ;JA; ;regional;Schillerplatz 3 – 5, 55116 Mainz; ;8.22318091644772;49.9557821820696; ; 
64;http://geoportal.saarland.de/;GeoPortal Saarland (GDI-SL);Das GeoPortal Saarland ist die Informations- und Interaktionsplattform der Geodateninfrastruktur Saarland (GDI-SL). Mithilfe von Netzwerk- und Geodiensten ermöglicht diese einen zentralen Zugang zu raumbezogenen Informationen im Saarland. Die Daten werden je zu verschiedenen Nutzungsbedingungen angeboten, einige davon sind frei, andere sind Zugangsbeschränkt. Zu beachten ist dabei die Legende der Inhaltsübersicht und die genauen Angaben in den Metadaten. (Stand: 27.10.2017);Saarland; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Von der Heydt 22, 66115 Saarbrücken;ja;6.95079331127105;49.2774313467088; ; 
65;http://www.gdi.sachsen.de/;GDI Sachsen;Die Geodateninfrastruktur Sachsen hat das Ziel, digitalen, raumbezogenen Daten aus der Wirtschaft und öffentlichen Verwaltung des Landes einem breiten Nutzerkreis zugänglich zu machen. Die suche nach Geodaten wird über den Metadatenkatalog GeoMIS.Sachsen und das Geoportal Sachsenatlas ermöglicht. 
(Stand: 27.10.2017);Sachsen; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Olbrichtplatz 3, 01099 Dresden;ja;13.8786097677126;51.1051566319627; ; 
66;http://www.opendata.sachsen.de;Open Data - Verfügbare Datenbestände des Freistaats Sachsen;Im Zuge des Projektes „Open Government Data“ wird angestrebt, die Transparenz staatlichen handelns zu erhöhen, in dem mehr Daten aus dem staatlichen Bereich publiziert werden. Die Webseite verweist auf diverse Datenbestände, die zukünftig erschlossen werden könnten. Die Nutzungsbedingungen und Urheberrechtsfragen sind aber bislang noch nicht einheitlich geregelt.
(Stand: 27.10.2017);Sachsen;JA; ;JA;JA; ; ;odp; ; ;JA; ;regional;Riesaer Straße 7, Haus D, 01129 Dresden; ;13.673577166433;51.1469598284533; ; 
67;http://www.lvermgeo.sachsen-anhalt.de/de/main.htm;GDI Sachsen-Anhalt / LvermGeo;Die Website des Landesamt für Vermessung und Geoinformation Sachsen-Anhalt umfasst Zugänge zu Diensten der Geodateninfrastruktur Sachsenanhalt (GDI-LSA) sowie einen Geodatenviewer. Viele der angebotenen Dienste und Daten sind käuflich zu erwerben oder unterliegen Nutzungsbeschränkungen.
(Stand: 27.10.2017);Sachsen-Anhalt; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Otto-von-Guericke-Straße 15, 39104 Magdeburg;ja;11.6689491913484;52.1519568822829; ; 
68;https://offenedaten.de/organization/salzgitter;Salzgitter auf OffeneDaten.de;OffeneDaten.de registriert von der Stadt Salzgitter 9 offene Datensätze aus den Kategorien „Öffentliche Verwaltung“, „Kultur, Freizeit, Sport und Tourismus“, sowie „Geographie, Geologie und Geobasisdaten“ (Stand: 8.2.2018);Salzgitter;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Stadt Salzgitter, Joachim-Campe-Straße 6 - 8, 38226 Salzgitter; ;10.3264841;52.1549616973991; ; 
69;http://www.gdi-sh.de/;GDI Schleswig-Holstein;Die Geodateninfrastruktur Schleswig-Holstein ermöglicht unter der Leitung des Lenkungsgremiums LG GDI-SH den Zugriff auf Geodaten des Landes Schleswig-Holstein. Die website umfasst ein Geoportal, welches das suchen und Betrachten von Geodaten, nach Themen unterteilt, ermöglicht. Zudem werden kommerzielle Dienste angeboten. (Stand: 27.10.2017);Schleswig-Holstein; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Düsternbrooker Weg 92, 24105 Kiel;ja;10.2085432293872;54.3541785120131; ; 
70;http://www.geoportal-th.de/;GDI Thüringen;Die Geodateninfrastruktur (GDI) des Landes Thüringen ermöglicht den zugriff auf Geodaten und Dienste des Landes. Neben einem umfrangreichen Downloadbereich von offenen Geodaten ist der Zugriff auf eine Metadatensuche, Web-Viewer, Geoproxy und OGC-Dienste sowie versichiedene Temenbereiche möglich. (Stand: 27.10.2017);Thüringen; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Landesamt für Vermessung und Geoinformation, Hohenwindenstr. 13 a, D-99086 Erfurt;ja;11.0632565016091;51.0462060570546; ; 
71;http://www.geoportal-th.de/de-de/downloadbereiche/downloadoffenegeodatenth%C3%BCringen.aspx;Download Offene Geodaten Thüringen;Teil des Geoportal-Th und der GDI-Th ist ein Downloadbereich, in dem eine Vielzahl von Geodaten ohne Zugangsbeschränkung genutzt und heruntergeladen werden können. Zu beachten ist, dass die Datenlizenz einen Quellenvermerk vorschreibt. (Stand: 27.10.2017);Thüringen;JA; ;JA;JA; ; ;odp; ; ;JA; ;regional;Landesamt für Vermessung und Geoinformation, Hohenwindenstr. 13 a, D-99086 Erfurt;ja;11.1176561862747;50.9846786691285; ; 
72;http://daten.ulm.de/;daten.ulm.de;„daten.ulm.de ist eine Infoplattform für (offene) Geodaten und offene statistische Daten der Stadt Ulm.  Welche Geodaten und Karten gibt es bei der Stadt Ulm in welcher Aktualität? Wer ist Ansprechpartner? Welche offenen Daten kann ich sofort herunterladen und weiterverwenden?  Stöbern Sie einfach im thematisch gegliederten Datenkatalog, dessen Angebot sukzessive ausgebaut wird.“ (Quelle: daten.ulm, abgerufen am 27.10.2017);Ulm;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Stadt Ulm, Marktplatz 1, 89073 Ulm; ;9.95032539316306;48.3817721644742; ; 
73;https://www.offenesdatenportal.de/organization/kreis-viersen;Kreis Viersen Open Data;Offene Verwaltungsdaten des Kreises Viersen (Stand: 22.6.2018);Viersen;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Rathausmarkt 3, 41747 Viersen; ;6.34743645200908;51.2382954372085; ; 
74;https://www.offenesdatenportal.de/organization/stadt-wesel;Stadt Wesel am Rhein Open Data;Offene Verwaltungsdaten der Stadt Wesel  (Stand: 22.6.2018);Wesel;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Stadt Wesel, Klever-Tor-Platz 1, 46483 Wesel; ;6.61112660507015;51.6588882472932; ; 
75;https://www.offenedaten-wuppertal.de/;Offene Daten Wuppertal;Offene Daten der Stadt Wuppertal  (Stand: 22.6.2018);Wuppertal;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Johannes-Rau-Platz 1, 42275 Wuppertal; ;7.20012974620937;51.272155747207; ; 
76;https://data.europa.eu/euodp/de/data/;Offenes Datenportal der EU;Zentraler Zugang zu Daten von Institutionen, Agenturen und sonstigen Einrichtungen der EU. Das Portal ist ein Kernbestandteil der EU-Strategie für offene Daten. Daten aus unterschiedlichen Themenfeldern, in verschiedenen Dateiformaten, teilweise bis zur NUTS3- Gliederungs-Tiefe (Kreise).;Europa; ; ;JA;JA;xsl, html, pdf, json; ;odp; ; ;JA; ;international; ;ja;7.8055422214438;48.6230812147526;1/7/2021;je nach Datensatz ausgewiesen
114;https://mlr.baden-wuerttemberg.de/de/unsere-themen/geodaten/open-data/;Open Data: Ministerium für Ländlichen Raum und Verbraucherschutz Baden-Württemberg;Barrierefrei gestalteter Internetauftritt des Ministerium für Ländlichen Raum und Verbraucherschutz Baden-Württemberg mit offenen Geobasisinformationen (Stand: 12.3.2018);Baden-Württemberg;JA; ;JA;JA; ; ;odp; ; ;JA; ;regional;Kernerplatz 10, 70182 Stuttgart;ja;9.28489780925099;48.7919398991709; ; 
115;https://geo.sv.rostock.de/;Geoportal.HRO;“Die vorliegende Website richtet sich an Geodaten-Spezialisten, denen das Kataster-, Vermessungs- und Liegenschaftsamt mittels Anleitungen und Links den Zugang zur Geodateninfrastruktur der Hansestadt Rostock (GDI-HRO) erschließen möchte. “ (Quelle: Hansestadt Rostock, aberufen am 7.11.2017);Rostock; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Hinter dem Rathaus 5, 18055 Rostock;ja;12.1820562218454;54.0641684428942; ; 
116;https://opendata.vag.de;Open Data VAG Nürnberg;Portal der VAG Verkehrs-Aktiengesellschaft Nürnberg mit offenen Daten des ÖPNV (Stand: 12.3.2018);Nürnberg;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Südliche Fürther Straße 5, 90429 Nürnberg;ja;11.0791474874479;49.4821526079808; ; 
117;https://www.vgn.de/web-entwickler/open-data/;Open Data: VGN-Soll-Fahrpläne im GTFS-Format;Soll-Fahrpläne des Ver­kehrs­ver­bund Groß­raum Nürn­berg GmbH (Stand: 12.3.2018);Nürnberg;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Rothenburger Straße 9, 90443 Nürn­berg; ;11.0612127378337;49.4209580649797; ; 
118;http://geoportal.metropolregion.hamburg.de/;Metropolregion Hamburg
GDI.MRH;Kooperation von Schleswig-Holstein, Hamburg, Niedersachsen und Mecklenburg-Vorpommern sowie den Kreisen, Landkreisen und kreisfreien Städten in dem Geoportal der Metropolregion Hamburg (Stand: 12.3.2018);Metropolregion Hamburg; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Alter Steinweg 4, 20459 Hamburg;ja;9.81416889085143;53.5942638599883; ; 
119;http://www.kreis-lup.de/leben-im-landkreis/bauen-wohnen/vermessung-geoinformation/Geoportal/;Geoportal Landkreis Ludwigslust-Parchim;Geoportal des Landkreises Ludwigslust-Parchim mit den den kreisangehörigen Gemeinden in Kooperation mit dem Amt für Geoinformation, Vermessungs- und Katasterwesen MV
Altes Portal: https://geoportal.kreis-lup.de (Stand: 9.1.2018);Landkreis Ludwigslust-Parchim; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Putlitzer Straße 25, 19370 Parchim;ja;11.8428798059855;53.4200044476457; ; 
120;http://www.geonetzwerk-muensterland.de/;Geonetzwerk Münsterland;Zusammenschluss von Institutionen und Unternehmen aus dem Münsterland zu einem Geonetzwerk  (Stand: 12.3.2018);Münsterland; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Mendelstrasse 11, 48149 Münster;ja;7.64245653494486;51.9137011816023; ; 
121;http://www.geoportal-muensterland.de;Geoportal Münsterland;Kostenfrei und frei zugängliche Karten des Münsterlandes zu verschiedenen Themen. Dienste der Kooperationspartner Kreis Borken, Kreis Coesfeld, Stadt Münster, Kreis Steinfurt und Kreis Warendorf sowie dem Land NRW u.a. werden eingebunden (Stand: 12.3.2018);Münsterland; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Waldenburger Str. 2, D-48231 Warendorf;ja;7.98549678835246;51.9415427473542; ; 
122;http://geo.kreislippe.de;Geoportal des Kreises Lippe;Das Geoportal des Kreises Lippe stellt u.a. den Lebenslagegenatlas bereit, welcher Informationen zu Anliegen in verschiedenen Lebenslagen mit Geoinformationen kombiniert. Das Portal ist Bestandteil der Regionalinitiative GDI-OWL  (Stand: 12.3.2018);Kreis Lippe; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Felix-Fechenbach-Straße 5, 32756 Detmold;ja;8.84849760952906;51.9370884973532; ; 
123;http://www.gdi-sw.de;GDI-Südwestfalen;Zentrale Zugang zu den Geoportalen im Bereich Südwestfalen (Stand: 12.3.2018);Südwestfalen; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Sonnenblumenallee 3, 58675 Hemer;ja;7.7809479981467;51.3855722472327; ; 
124;http://www.geoportal-niederrhein.de;Geoportal Niederrhein;Zusammmenschluss der Kreise Kleve, Viersen und Wesel sowie der kreisfreien Stadt Krefeld und dem Kommunalen Rechenzentrum Niederrhein KRZN zu einem Geoportal  (Stand: 12.3.2018);Niederrhein; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Friedrich-Heinrich-Allee 130, 47475 Kamp-Lintfort;ja;6.49847354431722;51.5006883708014; ; 
125;https://gdi-suedhessen.de/;GDI-Südhessen;Geodaten-Initiative der Metropolregion Frankfurt/Rhein-Main, der Stadt Offenbach, dem Land Hessen und weiteren Kreisen (Stand: 12.3.2018);Südhessen; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Odenwaldstraße 6, 64646 Heppenheim;ja;8.615646;49.6405587968063; ; 
126;http://www.oberhavel.de/Landkreis/Geoportal;Geoportal Landkreis Oberhavel;Kommunales Geoportal (Stand: 12.3.2018);Landkreis Oberhavel; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Adolf-Dechert-Straße 1, 16515 Oranienburg;ja;13.2387409;52.7516824975195; ; 
127;http://geoportal.teltow-flaeming.de;Geoportal Landkreis Teltow-Fläming;Kommunales Geoportal Teltow-Flaeming. (Stand: 12.3.2018);Landkreis Teltow-Fläming; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Am Nuthefließ 2, 14943 Luckenwalde;ja;13.169404856353;52.0842935973843; ; 
128;http://www.lkee.de/Service-Verwaltung/Geoportal;Geoportal Landkreis Elbe-Elster;Geoportal und GDI-Infrastrukturknoten des Lankreises Elbe-Elster mit Bauleitplanung (XPlanung) inklusive Flächennutzungspläne, Bebauungspläne, Landschaftspläne und kommunale Satzungen (Stand: 12.3.2018);Landkreis Elbe-Elster; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Ludwig-Jahn-Straße 2, 04916 Herzberg (Elster);ja;13.2375496;51.6934608973008; ; 
129;http://geoportal.lkspn.de/;Geoportal Lankreis Spree-Neiße;Kommunales Geoportal mit WMS und WFS Diensten sowie Kartenanwendungen zu den Themen Planen & Bauen, Umwelt & Natur, sowie Toursimus (Stand 27.11.2017);Landkreis Spree-Neiße; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Heinrich-Heine-Straße 1, 03149 Forst (Lausitz);ja;14.6524217743578;51.749684297313; ; 
130;https://www.geoportal-raumordnung-bw.de/;Geoportal Raumordnung Baden-Württemberg;„Das [Geoportal] ermöglicht einen zentralen Zugang zu den Geodaten im Bereich der Landesplanung, Regionalplanung und kommunalen Bauleitplanung im Land. Es ist eine öffentliche Plattform mit Informationen in Text und Karten über die Aufgaben und Instrumente der Planungsebenen und deren inhaltlich-räumliche Ausformung in den Planwerken.“ (Quelle: Geoportal Raumordnung Baden-Württemberg, abgerufen am 27.11.2017);Baden-Württemberg; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Baumeisterstraße 2, 76137 Karlsruhe;ja;8.32013662932722;48.9746895905492; ; 
131;http://maps.thermspe4ee.de/arcgis/home/;ThermSpe4EE-Geoportal;Forschungsergebnisse des Projektes „ThermSpe4EE“ (Thermische Speicher für Erneuerbare Energien) zum möglichen thermischen Gesamtspeichervolumen der Metropolregion Rhein-Neckar, erneuerbare Energien und Statistiken zu Strom und Wärme. Beteiligt waren die geomer GmbH, die PFALZWERKE AKTIENGESELLSCHAFT, die ait-Deutschland GmbH und die TU Kaiserslautern (Stand: 12.3.2018);Metropolregion Rhein-Neckar; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Breitspiel 11b, D-69126 Heidelberg;ja;8.65387934984343;49.3644149877234; ; 
132;https://www.regionalverband-heilbronn-franken.de/;Regionalverband Heilbronn-Franken;Die Website umfasst Regionalpläne und das Raumbeobachtungssystem Heilbronn-Franken mit Informationen aus dem Stadtkreis Heilbronn sowie den Landkreisen Heilbronn, Hohenlohekreis, Schwäbisch Hall, Main-Tauber-Kreis (Stand: 12.3.2018);Region Heilbronn-Franken; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Frankfurter Straße 8, 74072 Heilbronn;ja;9.16265354110947;49.1482769050833; ; 
133;http://www.geoportal-ostwuerttemberg.de;Regionalverband Ostwürttemberg;Portal des Regionalverbandes mit Links zu relevanten Statistik- und Geoportalen sowie dem Regionalplan (Stand: 12.3.2018);Region Ostwürtemberg; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Bahnhofplatz 5, 73525 Schwäbisch Gmünd;ja;9.74572113045097;48.7828707692271; ; 
134;https://www.region-stuttgart.org/information-und-download/geoinformationen/;RegioRISS - Regionales Rauminformationssystem Stuttgart;„Aufgabe des [...] RegioRISS ist es, Verknüpfungen in Form von kartografischen Darstellungen, Satelliten- und Luftbildern zu visualisieren. Verbunden mit dem Ziel, Gemeinsamkeiten, Verflechtungen, Relationen, aber auch räumliche Konfliktpotenziale deutlich und anschaulich zu machen.“ (Quelle: Verband Region Stuttgart, abgerufen am 27.11.2017);Region Stuttgart; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Kronenstraße 25, 70174 Stuttgart;ja;9.10699107228019;48.8332892283309; ; 
135;http://www.georhena.eu/;GeoRhena;Grenzüberschreitendes Projekt zwischen Deutschland, Frankreich und der Schweiz zur geografischen Erfassung der Oberrhein-Region. Nachfolgeprojekt von GISOR (Stand: 12.3.2018);Region Oberrhein; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Avenue d'Alsace 100, 68006 COLMAR;ja;7.3653358;48.078069596364; ; 
136;http://regionalverband-sbh.de;Regionalverband Schwarzwald-Baar-Heuberg;Kooperation des Schwarzwald-Baar-Kreises, der Kreise Rottweil und Tuttlingen im Bereich Regionalplanung und -entwicklung. (Stand: 12.3.2018);Region Schwarzwald / Baar / Heuberg; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Johannesstr. 27, 78056 Villingen-Schwenningen;ja;8.53920855201456;48.0673902963608; ; 
138;http://www.rvdi.de/;Regionalverband Donau-Iller;Die Website bietet neben dem Regionalplan, Karten zum Download als pdf an und verweist auf die Geoportale Badenwürtenberg und Bayern (Stand: 12.3.2018);Region Donau-Iller; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Schwambergerstr. 35, 89073 Ulm;ja;10.0438484902375;48.417761771401; ; 
139;https://www.landkreis-cham.de/service-beratung/geoinformationen/;Interkommunale Geoinformationssystem des Landkreises Cham (IkGIS-Cham);Kommunale Geodateninfrastruktur für Verwaltung, Bürger und Wirtschaft des Landkreises Cham (Stand: 12.3.2018);Landkreis Cham; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;
Rachelstraße 6, 93413 Cham;ja;12.7202135800274;49.242166766791; ; 
140;https://data-lra-cha.opendata.arcgis.com/;OpenData – Lankreis Cham;Diese Plattform trägt dazu bei, die öffentliche Verwaltung des Landkreises Cham transparenter zu machen. Die hier angebotenen Daten sind für interessierte Nutzer in maschinenlesbaren Formaten frei zugänglich. Sie beinhalteten Informationen zum Landkreis Cham und stammen in erster Linie aus der zentralen Datenbank des hiesigen interkommunalen Geoinformationssystems (IkGIS-Cham). Die verfügbaren Inhalte entsprechen weitestgehend den intern verwendeten Strukturen. Lediglich personenbezogene Inhalte bzw. Inhalte nur für den Dienstgebrauch sind ausgeblendet. Daten, die der Landkreis in Lizenz nutzt, können hier nicht angeboten werden. Darüber hinaus werden Dokumente im PDF-Format vorgehalten. Anwendungen und Webinhalte stehen als Verlinkung zur Verfügung. (Stand: 11.9.2019);Landkreis Cham; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Rachelstraße 6, 93413 Cham;ja;12.6232158696419;49.2084804376458; ; 
141;https://geoportal.erfurt.de;Geoportal der Landeshauptstadt Erfurt;Aktuelle, stadtbezogene, geografische Basis- und Fachdaten von Erfurt. Themen sind u.a. Tourismus, Informationen für Migranten und Flüchtlinge, Parken, Baustellen, Solarkataster und Wirtschaft (Stand: 12.3.2018);Erfurt; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Fischmarkt 1, 99084 Erfurt;ja;10.9405533256976;50.9625502376448; ; 
142;http://cardomap.idu.de/lrabz/;Geoportal des Landkreises Bautzen;Kartenmaterial des Landkreises Bautzen zur Ansicht im WebGIS (Stand: 12.3.2018);Landkreis Bautzen; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Bahnhofstraße 9, 02625 Bautzen;ja;14.4298995274906;51.175540397185; ; 
143;http://www.kreis-soest.de/gis/start/opendata/opendata.php;Open Data – Kreis Soest;Geodatendienste und -Dateidownloads (inbes. Zum Thema Windkraft) des Kreises Soest. Für die Verwendung der Kartendienste sind die Nutzungsbedinugen und -beschränkungen des Geoportals zu beachten (Stand: 12.3.2018);Landkreis Soest;JA; ;JA;JA; ; ;odp; ; ;JA; ;kommunal;Hoher Weg 1-3, 59494 Soest;ja;8.16387643169341;51.5912874586448; ; 
144;http://www.kreis-soest.de/gis/start/;Geoportal des Kreises Soest;Öffentliches Geoinformationssystem des Kreises Soest auf Grundlage des amtlichen Liegenschaftskatasters, topografischen und thematischen Karten (Stand: 12.3.2018);Lankreis Soest; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Hoher Weg 1-3, 59494 Soest;ja;8.06546200256346;51.5537412007268; ; 
145;http://www.soest.de/03leben_wohnen/planen_bauen_umwelt/Plaene_Karten_und_Luftbilder__Geodatenportal_Stadt_Soest_/981startseite.php;Geoportal der Stadt Soest;Karten, Pläne, Luftbilder der Stadt Soest, inkl. eines 3D-Stadtmodelles der Altstadt. Freigabe unter Datenlizenz Deutschland 2.0, soweit nicht anders gekennzeichnet. (Stand: 12.3.2018);Soest; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Am Vreithof 8, 59494 Soest;ja;8.10813705401069;51.5721554472742; ; 
146;https://www.viersen.de/de/dienstleistung/geodatenmanagement-1881056/;Geoportal, Geodatenmanagement und Integrationsatlas der Stadt Viersen;Informationen zum Geodatenmanagement Viersen, GeoPortal Viersen mit Daten des Katasteramtes und Integrationsatlas Viersen mit Karten und Listen der Öffentlichen Einrichtungen (Stand: 12.3.2018);Viersen; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Bahnhofstr. 23-29, 41747 Viersen;ja;6.4437654335251;51.2772698040277; ; 
147;http://www.metropoleruhr.de/regionalverband-ruhr/karten-geodaten.html;Regionalverband Ruhr – Karten und Geodaten;Umfangreiches Angebot an Geodatenbeständen, Kartendiensten und Geoportalen der Metropole Ruhr (Stand: 7.1.2018);Ruhrgebiet; ; ;JA; ; ; ;geoda; ; ; ;JA;regional;Kronprinzenstraße 35, 45128 Essen;ja;7.10882878390505;51.4267224615443; ; 
148;http://www.geonline-gis.de/portale/weinstadt.htm;BürgerGIS Weinstadt;Geoportal von Weinstadt mit Bebauungsplänen, öffentlichen Einrichtungen, demographischen Daten, Umweltdaten, Wasserhärtegraden und vielen interaktiven Möglichkeiten. (Stand: 12.3.2018);Weinstadt; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Marktplatz 1, 71384 Weinstadt;ja;9.3868575614725;48.8049370965771; ; 
149;http://www.gisserver.de/aalen/;Geodatenportal der Stadt Aalen;Zugang zur seit 1994 gepflegten Geodateninfrastruktur der Stadt Aalen mit Visualisierungen von Geobasisdaten, einem 3D-Stadtmodell, Statistiken, Flächennutzung, Windkraft, Urkarte 1830, Höhenmodell und mehr (erfordert Flash-Plugin, Stand 28.10.2017);Aalen; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Marktplatz 30, 73430 Aalen;ja;10.0933880805286;48.836083096586; ; 
150;http://www.giscity.de/schwaebischhall/;Geodatenportal der Stadt Schwäbisch Hall;Geoportal mit Stadtplan, Liegenschaftskarte, Bodenrichtwerten, Gemarkungen, Grundschulbezirken, Statistiken, Umwelt und Natur und Geschichte (erfordert Flash-Plugin). Die zugehörige Schwäbisch Hall App wurde mit dem GIS Best Practice Award 2015 ausgezeichnet (Stand 28.10.2017).;Schwäbisch Hall; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Am Markt 6, 74523 Schwäbisch Hall;ja;9.73679439460486;49.1123752966634; ; 
151;https://karten.heilbronn.de/heilbronn/;Amtlicher Stadtplan Heibronn;Interaktiver Stadtplan von Heilbronn mit öffentlichen Einrichtungen, die sich je nach Kategorie aus er Web-Karte ein-und ausblenden lassen (Stand: 12.3.2018);Heilbronn; ; ;JA; ; ; ;geoda; ; ; ;JA;kommunal;Marktplatz 7, 74072 Heilbronn;ja;9.25154200577752;49.1702183544824; ; 
